"Record Length",6250,"Points",0.00000000e+000,-6.19292603e+001
"Sample Interval",4.00000000e+005,Hz,4.00000000e+005,-6.82056503e+001
"Trigger Point",0,"Samples",8.00000000e+005,-7.08981628e+001
"Trigger Time",0.00000000e+000,Hz,1.20000000e+006,-7.35916443e+001
"",,,1.60000000e+006,-8.22819138e+001
"Horizontal Offset",0.00000000e+000,Hz,2.00000000e+006,-9.13955994e+001
,,,2.40000000e+006,-8.17338638e+001
,,,2.80000000e+006,-8.32238922e+001
,,,3.20000000e+006,-8.14883118e+001
,,,3.60000000e+006,-8.78563385e+001
,,,4.00000000e+006,-9.77948380e+001
,,,4.40000000e+006,-8.67377701e+001
,,,4.80000000e+006,-8.72625885e+001
,,,5.20000000e+006,-8.41556549e+001
,,,5.60000000e+006,-9.19564133e+001
,,,6.00000000e+006,-9.59386292e+001
,,,6.40000000e+006,-8.89591217e+001
,,,6.80000000e+006,-8.89418411e+001
,,,7.20000000e+006,-8.81897049e+001
,,,7.60000000e+006,-9.14385986e+001
,,,8.00000000e+006,-9.38551865e+001
,,,8.40000000e+006,-9.32156219e+001
,,,8.80000000e+006,-8.90072861e+001
,,,9.20000000e+006,-9.11254196e+001
,,,9.60000000e+006,-9.13602753e+001
,,,1.00000000e+007,-9.51741257e+001
,,,1.04000000e+007,-9.60080185e+001
,,,1.08000000e+007,-8.83616486e+001
,,,1.12000000e+007,-9.60255890e+001
,,,1.16000000e+007,-9.12385559e+001
,,,1.20000000e+007,-9.39460831e+001
,,,1.24000000e+007,-1.00355423e+002
,,,1.28000000e+007,-8.92979126e+001
,,,1.32000000e+007,-1.03306664e+002
,,,1.36000000e+007,-9.04954605e+001
,,,1.40000000e+007,-9.40398026e+001
,,,1.44000000e+007,-9.92783203e+001
,,,1.48000000e+007,-9.02894592e+001
,,,1.52000000e+007,-1.07761040e+002
,,,1.56000000e+007,-9.13667831e+001
,,,1.60000000e+007,-9.58037338e+001
,,,1.64000000e+007,-1.00384605e+002
,,,1.68000000e+007,-8.99757004e+001
,,,1.72000000e+007,-1.05678467e+002
,,,1.76000000e+007,-9.18312225e+001
,,,1.80000000e+007,-9.39851685e+001
,,,1.84000000e+007,-1.00939423e+002
,,,1.88000000e+007,-9.17526932e+001
,,,1.92000000e+007,-1.01403305e+002
,,,1.96000000e+007,-9.18074112e+001
,,,2.00000000e+007,-9.34498901e+001
,,,2.04000000e+007,-9.88573761e+001
,,,2.08000000e+007,-9.37299576e+001
,,,2.12000000e+007,-9.66645508e+001
,,,2.16000000e+007,-9.36370010e+001
,,,2.20000000e+007,-9.57177277e+001
,,,2.24000000e+007,-9.89580383e+001
,,,2.28000000e+007,-9.45992508e+001
,,,2.32000000e+007,-9.37818680e+001
,,,2.36000000e+007,-9.66949463e+001
,,,2.40000000e+007,-9.61415253e+001
,,,2.44000000e+007,-9.53419647e+001
,,,2.48000000e+007,-9.35593491e+001
,,,2.52000000e+007,-9.38519897e+001
,,,2.56000000e+007,-9.58588104e+001
,,,2.60000000e+007,-9.73046265e+001
,,,2.64000000e+007,-9.59556580e+001
,,,2.68000000e+007,-9.72736130e+001
,,,2.72000000e+007,-9.22945404e+001
,,,2.76000000e+007,-9.73845444e+001
,,,2.80000000e+007,-9.68061447e+001
,,,2.84000000e+007,-9.56331635e+001
,,,2.88000000e+007,-9.97704086e+001
,,,2.92000000e+007,-9.24987869e+001
,,,2.96000000e+007,-9.79436722e+001
,,,3.00000000e+007,-9.58088455e+001
,,,3.04000000e+007,-9.40076294e+001
,,,3.08000000e+007,-1.00854263e+002
,,,3.12000000e+007,-9.26198425e+001
,,,3.16000000e+007,-1.00429214e+002
,,,3.20000000e+007,-9.65227585e+001
,,,3.24000000e+007,-9.37978134e+001
,,,3.28000000e+007,-9.96659851e+001
,,,3.32000000e+007,-9.19715042e+001
,,,3.36000000e+007,-9.80754623e+001
,,,3.40000000e+007,-9.59947586e+001
,,,3.44000000e+007,-9.39269714e+001
,,,3.48000000e+007,-9.92163849e+001
,,,3.52000000e+007,-9.28306046e+001
,,,3.56000000e+007,-9.72246933e+001
,,,3.60000000e+007,-9.56753082e+001
,,,3.64000000e+007,-9.44094086e+001
,,,3.68000000e+007,-9.69601822e+001
,,,3.72000000e+007,-9.35573120e+001
,,,3.76000000e+007,-9.77394257e+001
,,,3.80000000e+007,-9.63101807e+001
,,,3.84000000e+007,-9.48522644e+001
,,,3.88000000e+007,-9.68747864e+001
,,,3.92000000e+007,-9.47231369e+001
,,,3.96000000e+007,-9.59748993e+001
,,,4.00000000e+007,-9.59446945e+001
,,,4.04000000e+007,-9.51235733e+001
,,,4.08000000e+007,-9.51287079e+001
,,,4.12000000e+007,-9.63297501e+001
,,,4.16000000e+007,-9.51159058e+001
,,,4.20000000e+007,-9.62639771e+001
,,,4.24000000e+007,-9.60564575e+001
,,,4.28000000e+007,-9.36626282e+001
,,,4.32000000e+007,-9.70371246e+001
,,,4.36000000e+007,-9.41012726e+001
,,,4.40000000e+007,-9.60889282e+001
,,,4.44000000e+007,-9.77731247e+001
,,,4.48000000e+007,-9.38342514e+001
,,,4.52000000e+007,-9.90387573e+001
,,,4.56000000e+007,-9.44614792e+001
,,,4.60000000e+007,-9.64155502e+001
,,,4.64000000e+007,-9.79718781e+001
,,,4.68000000e+007,-9.37193069e+001
,,,4.72000000e+007,-9.99852448e+001
,,,4.76000000e+007,-9.37756348e+001
